"종목명","종가","대비","등락률","종목코드","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률","시장구분","업종명","시가총액"
"CJ씨푸드",2950,-5,-0.17,"011150",139,21.22,NA,NA,2315,1.27,0,0,"KOSPI","음식료·담배",105995780350
"일동홀딩스",9110,-10,-0.11,"000230",5582,1.63,NA,NA,11857,0.77,0,0,"KOSPI","제약",105133044000
"신일전자",1458,2,0.14,"002700",20,72.9,NA,NA,1170,1.25,10,0.69,"KOSPI","유통",103587285618
"팜스코",2820,-70,-2.42,"036580",NA,NA,NA,NA,4177,0.68,50,1.77,"KOSPI","음식료·담배",103572799260
"CS홀딩스",89100,1000,1.14,"000590",29452,3.03,NA,NA,305543,0.29,500,0.56,"KOSPI","기타금융",102864346200
"삼원강재",2560,0,0,"023000",333,7.69,NA,NA,6304,0.41,110,4.3,"KOSPI","운송장비·부품",1.024e+11
"국제약품",4830,-10,-0.21,"002720",256,18.87,NA,NA,4397,1.1,30,0.62,"KOSPI","제약",102201988560
"황금에스티",6000,-40,-0.66,"032560",962,6.24,NA,NA,21796,0.28,150,2.5,"KOSPI","금속",1.02e+11
"만호제강",24450,100,0.41,"001080",NA,NA,NA,NA,60830,0.4,0,0,"KOSPI","금속",101467500000
"KC코트렐",918,0,0,"119650",NA,NA,NA,NA,2632,0.35,0,0,"KOSPI","기계·장비",100782913662
"동일고무벨트",7250,20,0.28,"163560",783,9.26,NA,NA,16290,0.45,150,2.07,"KOSPI","화학",1.00775e+11
"HL D&I",2655,-40,-1.48,"014790",258,10.29,818,3.25,10129,0.26,0,0,"KOSPI","건설",100514585655
"인바이오젠",9770,220,2.3,"101140",1615,6.05,NA,NA,16007,0.61,0,0,"KOSPI","유통",98131990320
"KTis",2815,-25,-0.88,"058860",387,7.27,NA,NA,6796,0.41,120,4.26,"KOSPI","IT 서비스",97967630000
"화승코퍼레이션",1934,-42,-2.13,"013520",601,3.22,NA,NA,4776,0.4,75,3.88,"KOSPI","운송장비·부품",96799121368
"한국내화",2355,0,0,"010040",155,15.19,NA,NA,5124,0.46,100,4.25,"KOSPI","비금속",96712931010
"모나리자",2630,40,1.54,"012690",34,77.35,NA,NA,2207,1.19,0,0,"KOSPI","종이·목재",96182400650
"부산산업",90800,-100,-0.11,"011390",NA,NA,NA,NA,123683,0.73,250,0.28,"KOSPI","비금속",95884800000
"인지컨트롤스",6040,30,0.5,"023800",670,9.01,NA,NA,14424,0.42,150,2.48,"KOSPI","운송장비·부품",95487549880
"SK우",168000,-200,-0.12,"03473K",NA,NA,NA,NA,NA,NA,7050,4.2,"KOSPI","기타금융",95110680000
"신송홀딩스",8040,-60,-0.74,"006880",504,15.95,NA,NA,9794,0.82,120,1.49,"KOSPI","유통",95104018320
"사조오양",10050,0,0,"006090",1342,7.49,NA,NA,24379,0.41,150,1.49,"KOSPI","음식료·담배",94698526950
"SK이노베이션우",75400,-1500,-1.95,"096775",NA,NA,NA,NA,NA,NA,2050,2.72,"KOSPI","화학",94131320400
"한신공영",8130,-130,-1.57,"004960",593,13.71,NA,NA,66856,0.12,100,1.23,"KOSPI","건설",94069807260
"제일연마",9530,-330,-3.35,"001560",881,10.82,NA,NA,14772,0.65,320,3.36,"KOSPI","비금속",9.3394e+10
"덕성",5950,-30,-0.5,"004830",446,13.34,NA,NA,6042,0.98,100,1.68,"KOSPI","화학",9.3296e+10
"동인기연",15140,-240,-1.56,"111380",2883,5.25,2452,6.17,25210,0.6,620,4.1,"KOSPI","섬유·의류",92777920000
"무림페이퍼",2190,-10,-0.45,"009200",978,2.24,NA,NA,10852,0.2,100,4.57,"KOSPI","종이·목재",91124388900
"조흥",151800,-500,-0.33,"002600",4191,36.22,NA,NA,245918,0.62,6000,3.95,"KOSPI","음식료·담배",9.108e+10
"인디에프",1208,24,2.03,"014990",NA,NA,NA,NA,504,2.4,0,0,"KOSPI","섬유·의류",90736497960
"영보화학",4495,-25,-0.55,"014440",1157,3.89,NA,NA,9377,0.48,350,7.79,"KOSPI","화학",8.99e+10
"인터지스",2980,-35,-1.16,"129260",507,5.88,NA,NA,10088,0.3,100,3.36,"KOSPI","운송·창고",88648664520
"한국특강",1437,-13,-0.9,"007280",NA,NA,NA,NA,3664,0.39,0,0,"KOSPI","금속",87388727907
"태양금속",2360,-45,-1.87,"004100",66,35.76,NA,NA,2757,0.86,10,0.42,"KOSPI","운송장비·부품",8.6612e+10
"한솔로지스틱스",3070,20,0.66,"009180",310,9.9,NA,NA,4615,0.67,150,4.89,"KOSPI","운송·창고",86438382750
"NH프라임리츠",4610,20,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSPI","부동산",86022600000
"동방아그로",6310,10,0.16,"007590",787,8.02,NA,NA,13342,0.47,300,4.75,"KOSPI","화학",85926910870
"삼화전자",5080,-20,-0.39,"011230",NA,NA,NA,NA,938,5.42,0,0,"KOSPI","전기·전자",85865716000
"남광토건",8730,-90,-1.02,"001260",631,13.84,NA,NA,12183,0.72,0,0,"KOSPI","건설",85838353560
"삼호개발",3430,-45,-1.29,"010960",235,14.6,NA,NA,10045,0.34,150,4.37,"KOSPI","건설",8.575e+10
"대현",1914,-2,-0.1,"016090",359,5.33,NA,NA,6106,0.31,90,4.7,"KOSPI","섬유·의류",84756341340
"일성건설",1551,-41,-2.58,"013360",NA,NA,NA,NA,1231,1.26,0,0,"KOSPI","건설",83792588880
"디와이덕양",2560,10,0.39,"024900",520,4.92,NA,NA,3273,0.78,50,1.95,"KOSPI","운송장비·부품",83366348800
"GS우",46150,-250,-0.54,"078935",NA,NA,NA,NA,NA,NA,2750,5.96,"KOSPI","기타금융",82369719900
"비상교육",6260,-70,-1.11,"100220",NA,NA,NA,NA,14504,0.43,0,0,"KOSPI","오락·문화",81359598660
"오리엔트바이오",681,-19,-2.71,"002630",109,6.25,NA,NA,718,0.95,0,0,"KOSPI","제약",80755026405
"한컴라이프케어",2905,5,0.17,"372910",266,10.92,362,8.02,4866,0.6,0,0,"KOSPI","의료·정밀기기",80394149430
"아모레퍼시픽홀딩스우",12460,-80,-0.64,"002795",NA,NA,NA,NA,NA,NA,335,2.69,"KOSPI","화학",80289374200
"남양유업우",39900,400,1.01,"003925",NA,NA,NA,NA,NA,NA,105,0.26,"KOSPI","음식료·담배",7.98e+10
"삼부토건",347,0,0,"001470",NA,NA,NA,NA,49,7.08,0,0,"KOSPI","건설",79699592928
"두산퓨얼셀1우",5960,160,2.76,"33626K",NA,NA,NA,NA,NA,NA,0,0,"KOSPI","전기·전자",79650632000
"깨끗한나라",2135,10,0.47,"004540",NA,NA,NA,NA,5057,0.42,0,0,"KOSPI","종이·목재",79508879555
"팜젠사이언스",4270,5,0.12,"004720",154,27.73,NA,NA,13736,0.31,0,0,"KOSPI","제약",79475840430
"부국증권우",26450,-250,-0.94,"001275",NA,NA,NA,NA,NA,NA,1550,5.86,"KOSPI","증권",7.935e+10
"아이티센씨티에스",651,-3,-0.46,"031820",154,4.23,NA,NA,1479,0.44,0,0,"KOSPI","IT 서비스",78804504366
"호전실업",8330,-100,-1.19,"111110",2560,3.25,NA,NA,19955,0.42,400,4.8,"KOSPI","섬유·의류",78102080000
"지엠비코리아",4070,-15,-0.37,"013870",806,5.05,NA,NA,14354,0.28,250,6.14,"KOSPI","운송장비·부품",77624179600
"삼화왕관",36000,-750,-2.04,"004450",4443,8.1,NA,NA,61866,0.58,1200,3.33,"KOSPI","금속",77557644000
"유유제약",4545,-70,-1.52,"000220",468,9.71,NA,NA,6671,0.68,100,2.2,"KOSPI","제약",77412035295
"상상인증권",713,6,0.85,"001290",NA,NA,NA,NA,1704,0.42,0,0,"KOSPI","증권",77244366560
"IHQ",10760,0,0,"003560",NA,NA,NA,NA,15486,0.69,0,0,"KOSPI","오락·문화",76220934800
"조광페인트",5940,130,2.24,"004910",1567,3.79,NA,NA,18535,0.32,200,3.37,"KOSPI","화학",7.6032e+10
"평화홀딩스",5190,-170,-3.17,"010770",108,48.06,NA,NA,6627,0.78,150,2.89,"KOSPI","운송장비·부품",75906168540
"유니온",4850,-10,-0.21,"000910",NA,NA,NA,NA,5326,0.91,125,2.58,"KOSPI","비금속",75716352150
"SG글로벌",1682,-10,-0.59,"001380",140,12.01,NA,NA,3329,0.51,0,0,"KOSPI","운송장비·부품",75629688526
"한일철강",2815,-110,-3.76,"002220",NA,NA,NA,NA,6761,0.42,10,0.36,"KOSPI","금속",75153349900
"TP",1466,-7,-0.48,"007980",456,3.21,NA,NA,5014,0.29,50,3.41,"KOSPI","섬유·의류",75022740580
"한화솔루션우",29050,700,2.47,"009835",NA,NA,NA,NA,NA,NA,350,1.2,"KOSPI","화학",74813888450
"티웨이홀딩스",660,0,0,"004870",NA,NA,NA,NA,1325,0.5,0,0,"KOSPI","비금속",74687906040
"기신정기",2545,-125,-4.68,"092440",59,43.14,NA,NA,8537,0.3,120,4.72,"KOSPI","기계·장비",7.4314e+10
"삼정펄프",29500,-350,-1.17,"009770",15182,1.94,NA,NA,103335,0.29,1000,3.39,"KOSPI","종이·목재",73749144500
"진양산업",5590,0,0,"003780",773,7.23,NA,NA,4951,1.13,281,5.03,"KOSPI","화학",7.267e+10
"대림바스",4310,40,0.94,"005750",322,13.39,NA,NA,9258,0.47,150,3.48,"KOSPI","비금속",71857354400
"고려산업",2870,-25,-0.86,"002140",163,17.61,NA,NA,4414,0.65,30,1.05,"KOSPI","음식료·담배",71576149750
"화천기공",32300,-400,-1.22,"000850",3934,8.21,NA,NA,153304,0.21,1050,3.25,"KOSPI","기계·장비",7.106e+10
"쌍방울",2690,0,0,"102280",NA,NA,NA,NA,3877,0.69,0,0,"KOSPI","섬유·의류",70637274900
"DL이앤씨2우(전환)",33100,-450,-1.34,"37550L",NA,NA,NA,NA,NA,NA,540,1.63,"KOSPI","건설",69905578100
"유니온머티리얼",1664,14,0.85,"047400",NA,NA,NA,NA,367,4.53,0,0,"KOSPI","비금속",6.9888e+10
"유엔젤",5410,-260,-4.59,"072130",305,17.74,NA,NA,4864,1.11,70,1.29,"KOSPI","IT 서비스",69764406140
"테이팩스",14600,-110,-0.75,"055490",751,19.44,NA,NA,32417,0.45,200,1.37,"KOSPI","화학",69636890000
"성안머티리얼스",446,2,0.45,"011300",NA,NA,NA,NA,296,1.51,0,0,"KOSPI","섬유·의류",69405483050
"새론오토모티브",3600,-40,-1.1,"075180",505,7.13,NA,NA,12753,0.28,140,3.89,"KOSPI","운송장비·부품",6.912e+10
"조비",13290,-70,-0.52,"001550",123,108.05,NA,NA,10146,1.31,0,0,"KOSPI","화학",69004856310
"동원금속",1475,0,0,"018500",391,3.77,NA,NA,2279,0.65,50,3.39,"KOSPI","운송장비·부품",68963526175
"대양금속",1590,29,1.86,"009190",NA,NA,NA,NA,1640,0.97,0,0,"KOSPI","금속",68676273750
"대구백화점",6320,110,1.77,"006370",NA,NA,NA,NA,19938,0.32,0,0,"KOSPI","유통",68392581520
"코오롱인더우",24650,100,0.41,"120115",NA,NA,NA,NA,NA,NA,1350,5.48,"KOSPI","화학",68227749000
"혜인",5330,190,3.7,"003010",677,7.87,NA,NA,11189,0.48,180,3.38,"KOSPI","유통",67758941510
"미래에셋맵스리츠",2705,-5,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSPI","부동산",67611759025
"SG세계물산",334,-5,-1.47,"004060",27,12.37,NA,NA,1346,0.25,0,0,"KOSPI","유통",67609936640
"써니전자",1837,18,0.99,"004770",120,15.31,NA,NA,2308,0.8,30,1.63,"KOSPI","전기·전자",67423197908
"세원이앤씨",1270,0,0,"091090",NA,NA,NA,NA,2089,0.61,0,0,"KOSPI","금속",66998498210
"삼일씨엔에스",5240,120,2.34,"004440",NA,NA,NA,NA,20976,0.25,0,0,"KOSPI","비금속",66715402280
"까뮤이앤씨",1101,-13,-1.17,"013700",NA,NA,NA,NA,1587,0.69,20,1.82,"KOSPI","건설",65785663830
"금호전기",1056,8,0.76,"001210",NA,NA,NA,NA,405,2.61,0,0,"KOSPI","전기·전자",65001020832
"신한글로벌액티브리츠",1487,-5,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSPI","기타금융",64651286368
"서원",1361,33,2.48,"021050",1043,1.3,NA,NA,3209,0.42,0,0,"KOSPI","금속",64612916990
"갤럭시아에스엠",2345,35,1.52,"011420",105,22.33,NA,NA,2286,1.03,0,0,"KOSPI","오락·문화",64603915180
"상신브레이크",2995,10,0.34,"041650",840,3.57,NA,NA,11620,0.26,100,3.34,"KOSPI","운송장비·부품",64306992750
"엔케이",815,-3,-0.37,"085310",NA,NA,NA,NA,2205,0.37,10,1.23,"KOSPI","금속",64287462430
"보해양조",461,-1,-0.22,"000890",49,9.41,NA,NA,626,0.74,0,0,"KOSPI","음식료·담배",64134379469
"DSR",3975,0,0,"155660",907,4.38,NA,NA,14456,0.27,70,1.76,"KOSPI","금속",6.36e+10
"화승알앤에이",3315,-25,-0.75,"378850",1707,1.94,NA,NA,7924,0.42,75,2.26,"KOSPI","운송장비·부품",62963860245
"영흥",618,1,0.16,"012160",NA,NA,NA,NA,2729,0.23,0,0,"KOSPI","금속",62609809896
"인팩",6190,-20,-0.32,"023810",233,26.57,NA,NA,12445,0.5,180,2.91,"KOSPI","운송장비·부품",6.19e+10
"천일고속",42800,0,0,"000650",NA,NA,NA,NA,9871,4.34,0,0,"KOSPI","운송·창고",61170616000
"유성기업",2345,30,1.3,"002920",NA,NA,NA,NA,11235,0.21,40,1.71,"KOSPI","운송장비·부품",60846887500
"SK케미칼우",28650,-50,-0.17,"28513K",NA,NA,NA,NA,NA,NA,1200,4.19,"KOSPI","화학",60607040850
"보락",1009,1,0.1,"002760",NA,NA,NA,NA,779,1.3,5,0.5,"KOSPI","화학",60439100000
"전방",35850,-250,-0.69,"000950",7822,4.58,NA,NA,174360,0.21,1000,2.79,"KOSPI","섬유·의류",6.0228e+10
"현대건설우",56900,-600,-1.04,"000725",NA,NA,NA,NA,NA,NA,650,1.14,"KOSPI","건설",60012031700
"씨아이테크",1198,2,0.17,"004920",NA,NA,NA,NA,1094,1.1,0,0,"KOSPI","전기·전자",59978820014
"이건산업",5440,-70,-1.27,"008250",NA,NA,NA,NA,19779,0.28,100,1.84,"KOSPI","종이·목재",59582334400
"평화산업",1083,-21,-1.9,"090080",70,15.47,NA,NA,839,1.29,0,0,"KOSPI","운송장비·부품",59459146497
"롯데칠성우",76400,-100,-0.13,"005305",NA,NA,NA,NA,NA,NA,3405,4.46,"KOSPI","음식료·담배",59233684000
"한솔홈데코",735,1,0.14,"025750",NA,NA,NA,NA,1536,0.48,0,0,"KOSPI","종이·목재",59215384515
"서울식품",157,0,0,"004410",NA,NA,NA,NA,61,2.57,0,0,"KOSPI","음식료·담배",58836622763
"제이준코스메틱",7300,-90,-1.22,"025620",NA,NA,NA,NA,6627,1.1,0,0,"KOSPI","화학",58624460400
"금비",58100,-300,-0.51,"008870",4384,13.25,NA,NA,99570,0.58,1500,2.58,"KOSPI","비금속",5.81e+10
"시디즈",29050,100,0.35,"134790",541,53.7,NA,NA,39021,0.74,500,1.72,"KOSPI","기타제조",5.81e+10
"영풍제지",1035,-11,-1.05,"006740",NA,NA,NA,NA,1973,0.52,0,0,"KOSPI","종이·목재",57863970630
"마니커",910,-6,-0.66,"027740",NA,NA,NA,NA,651,1.4,0,0,"KOSPI","음식료·담배",57795217480
"DYP",4385,0,0,"092780",672,6.53,NA,NA,10894,0.4,80,1.82,"KOSPI","운송장비·부품",57743697100
"STX그린로지스",8000,-10,-0.12,"465770",3470,2.31,NA,NA,10564,0.76,0,0,"KOSPI","운송·창고",57368256000
"대유에이텍",1221,46,3.91,"002880",111,11,NA,NA,946,1.29,0,0,"KOSPI","운송장비·부품",57074448420
"다스코",3035,0,0,"058730",NA,NA,NA,NA,7969,0.38,0,0,"KOSPI","금속",57048715935
"SB성보",2845,40,1.43,"003080",NA,NA,NA,NA,6421,0.44,135,4.75,"KOSPI","화학",56956900000
"메타케어",330,-1,-0.3,"118000",62,5.32,NA,NA,702,0.47,0,0,"KOSPI","유통",56686530120
"SJM홀딩스",3775,-15,-0.4,"025530",699,5.4,NA,NA,12262,0.31,225,5.96,"KOSPI","유통",56375880200
"한국종합기술",5140,30,0.59,"023350",599,8.58,NA,NA,15058,0.34,100,1.95,"KOSPI","일반서비스",5.6283e+10
"명문제약",1655,-24,-1.43,"017180",NA,NA,NA,NA,2897,0.57,0,0,"KOSPI","제약",56192966370
"케이비아이동국실업",502,-11,-2.14,"001620",229,2.19,NA,NA,1991,0.25,0,0,"KOSPI","운송장비·부품",55869101562
"SJM",3580,-35,-0.97,"123700",1333,2.69,NA,NA,13949,0.26,175,4.89,"KOSPI","운송장비·부품",55865534840
"BYC우",25650,700,2.81,"001465",NA,NA,NA,NA,NA,NA,355,1.38,"KOSPI","섬유·의류",55246252500
"플레이그램",360,1,0.28,"009810",NA,NA,NA,NA,484,0.74,0,0,"KOSPI","유통",54679500000
"DSR제강",3750,25,0.67,"069730",NA,NA,NA,NA,11477,0.33,100,2.67,"KOSPI","금속",5.4e+10
"선도전기",3000,0,0,"007610",570,5.26,NA,NA,1792,1.67,0,0,"KOSPI","전기·전자",5.4e+10
"우성",17390,30,0.17,"006980",7672,2.27,NA,NA,77989,0.22,300,1.73,"KOSPI","음식료·담배",53735100000
"신풍제약우",24400,-850,-3.37,"019175",NA,NA,NA,NA,NA,NA,0,0,"KOSPI","제약",5.368e+10
"SK디스커버리우",40650,-150,-0.37,"006125",NA,NA,NA,NA,NA,NA,1750,4.31,"KOSPI","기타금융",53351295750
"범양건영",1935,0,0,"002410",NA,NA,NA,NA,682,2.84,0,0,"KOSPI","건설",53173451700
"SH에너지화학",472,-2,-0.42,"002360",NA,NA,NA,NA,733,0.64,0,0,"KOSPI","화학",52455120560
"티에이치엔",2905,5,0.17,"019180",1769,1.64,NA,NA,8221,0.35,60,2.07,"KOSPI","전기·전자",5.229e+10
"DL이앤씨우",24700,-400,-1.59,"37550K",NA,NA,NA,NA,NA,NA,590,2.39,"KOSPI","건설",52212959500
"문배철강",2440,-20,-0.81,"008420",346,7.05,NA,NA,10009,0.24,50,2.05,"KOSPI","금속",50028552200
"웰바이오텍",545,0,0,"010600",NA,NA,NA,NA,222,2.45,0,0,"KOSPI","유통",49553256815
"아진전자부품",1000,1,0.1,"009320",19,52.63,NA,NA,586,1.71,0,0,"KOSPI","운송장비·부품",49299770000
"유안타증권우",3785,15,0.4,"003475",NA,NA,NA,NA,NA,NA,250,6.61,"KOSPI","증권",48872722420
"광명전기",1113,-395,-26.19,"017040",NA,NA,NA,NA,1709,0.65,0,0,"KOSPI","전기·전자",48234765495
"엑시큐어하이트론",626,-7,-1.11,"019490",NA,NA,NA,NA,385,1.63,0,0,"KOSPI","전기·전자",47846601020
"유화증권우",2735,0,0,"003465",NA,NA,NA,NA,NA,NA,170,6.22,"KOSPI","증권",47798022375
"부국철강",2385,25,1.06,"026940",117,20.38,NA,NA,6584,0.36,75,3.14,"KOSPI","금속",4.77e+10
"DL우",28000,-50,-0.18,"000215",NA,NA,NA,NA,NA,NA,1050,3.75,"KOSPI","화학",47211220000
"에쓰씨엔지니어링",1280,-16,-1.23,"023960",112,11.43,NA,NA,1308,0.98,0,0,"KOSPI","건설",47189559040
"마스턴프리미어리츠",1541,2,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSPI","부동산",47008678087
"씨티알모빌리티",5430,-100,-1.81,"308170",NA,NA,NA,NA,8310,0.65,0,0,"KOSPI","운송장비·부품",46752300000
"케이탑리츠",962,4,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSPI","부동산",46234464588
"유니드비티플러스",4345,-30,-0.69,"446070",618,7.03,NA,NA,18967,0.23,80,1.84,"KOSPI","종이·목재",46105729175
"일진디스플",880,7,0.8,"020760",110,8,NA,NA,685,1.28,0,0,"KOSPI","전기·전자",45332092080
"미래산업",10030,-470,-4.48,"025560",3232,3.1,NA,NA,29136,0.34,0,0,"KOSPI","의료·정밀기기",44961019620
"한세엠케이",980,-12,-1.21,"069640",NA,NA,NA,NA,1494,0.66,0,0,"KOSPI","유통",43910371960
"대림통상",2860,20,0.7,"006570",NA,NA,NA,NA,3866,0.74,0,0,"KOSPI","금속",43543500000
"주성코퍼레이션",816,-4,-0.49,"109070",87,9.38,NA,NA,508,1.61,0,0,"KOSPI","전기·전자",43093147680
"영화금속",834,-7,-0.83,"012280",170,4.91,NA,NA,1461,0.57,30,3.6,"KOSPI","운송장비·부품",43088197170
"진양화학",2005,5,0.25,"051630",NA,NA,NA,NA,1829,1.1,0,0,"KOSPI","화학",4.2506e+10
"한익스프레스",3540,-35,-0.98,"014130",1419,2.49,NA,NA,8308,0.43,100,2.82,"KOSPI","운송·창고",4.248e+10
"한창제지",709,1,0.14,"009460",44,16.11,NA,NA,1582,0.45,0,0,"KOSPI","종이·목재",42304247574
"신풍",1166,5,0.43,"002870",11,106,NA,NA,2588,0.45,0,0,"KOSPI","유통",40761844200
"MH에탄올",5520,10,0.18,"023150",NA,NA,NA,NA,10061,0.55,250,4.53,"KOSPI","음식료·담배",40729463520
"계양전기",1478,-4,-0.27,"012200",NA,NA,NA,NA,1962,0.75,0,0,"KOSPI","기계·장비",40235341262
"우진플라임",1997,0,0,"049800",120,16.64,NA,NA,5346,0.37,50,2.5,"KOSPI","기계·장비",3.994e+10
"진양폴리",3985,5,0.13,"010640",316,12.61,NA,NA,3273,1.22,250,6.27,"KOSPI","화학",3.985e+10
"모나미",2080,-15,-0.72,"005360",NA,NA,NA,NA,4845,0.43,30,1.44,"KOSPI","유통",39306398560
"남성",1066,-13,-1.2,"004270",142,7.51,NA,NA,3432,0.31,0,0,"KOSPI","유통",38602162560
"한솔PNS",1877,2,0.11,"010420",118,15.91,NA,NA,2155,0.87,25,1.33,"KOSPI","유통",38465383524
"에넥스",639,4,0.63,"011090",65,9.83,NA,NA,718,0.89,0,0,"KOSPI","기타제조",38334658599
"부산주공",486,0,0,"005030",NA,NA,NA,NA,270,1.8,0,0,"KOSPI","운송장비·부품",38288532168
"한화투자증권우",7940,30,0.38,"003535",NA,NA,NA,NA,NA,NA,0,0,"KOSPI","증권",3.8112e+10
"SUN&L",2990,50,1.7,"002820",NA,NA,NA,NA,18466,0.16,0,0,"KOSPI","종이·목재",37697887110
"이엔플러스",511,0,0,"074610",NA,NA,NA,NA,134,3.81,0,0,"KOSPI","기계·장비",37494486519
"온타이드",548,-10,-1.79,"005320",NA,NA,NA,NA,1550,0.35,0,0,"KOSPI","유통",37426982324
"세방우",10140,230,2.32,"004365",NA,NA,NA,NA,NA,NA,305,3.01,"KOSPI","운송·창고",37408995000
"대원화성",906,-1,-0.11,"024890",NA,NA,NA,NA,1027,0.88,0,0,"KOSPI","화학",37371731712
"호텔신라우",49450,-650,-1.3,"008775",NA,NA,NA,NA,NA,NA,0,0,"KOSPI","유통",37180416550
"핸즈코퍼레이션",1685,-23,-1.35,"143210",NA,NA,NA,NA,7762,0.22,0,0,"KOSPI","운송장비·부품",36860633695
"원림",16030,90,0.56,"005820",1961,8.17,NA,NA,60002,0.27,400,2.5,"KOSPI","섬유·의류",36836459100
"체시스",1122,-20,-1.75,"033250",190,5.91,NA,NA,1208,0.93,0,0,"KOSPI","운송장비·부품",3.5904e+10
"이화산업",12790,110,0.87,"000760",NA,NA,NA,NA,48504,0.26,0,0,"KOSPI","유통",3.5812e+10
"대한방직",6720,-10,-0.15,"001070",309,21.75,NA,NA,36634,0.18,0,0,"KOSPI","섬유·의류",3.5616e+10
"한국전자홀딩스",760,-5,-0.65,"006200",112,6.79,NA,NA,3345,0.23,20,2.63,"KOSPI","기타금융",35570383360
"비비안",768,-3,-0.39,"002070",NA,NA,NA,NA,2922,0.26,0,0,"KOSPI","섬유·의류",34710587136
"다이나믹디자인",939,-19,-1.98,"145210",NA,NA,NA,NA,1374,0.68,0,0,"KOSPI","기계·장비",34097184909
"두산퓨얼셀2우B",11320,390,3.57,"33626L",NA,NA,NA,NA,NA,NA,0,0,"KOSPI","전기·전자",33804916000
"메타랩스",1355,-35,-2.52,"090370",8,169.38,NA,NA,3138,0.43,0,0,"KOSPI","섬유·의류",33745853595
"국보",2110,0,0,"001140",NA,NA,NA,NA,619,3.41,0,0,"KOSPI","운송·창고",33456978680
"세기상사",5600,-120,-2.1,"002420",NA,NA,NA,NA,4375,1.28,0,0,"KOSPI","유통",33431708800
"동일제강",1632,15,0.93,"002690",NA,NA,NA,NA,8099,0.2,0,0,"KOSPI","금속",33130187520
"경인전자",20800,-250,-1.19,"009140",1966,10.58,NA,NA,58776,0.35,350,1.68,"KOSPI","전기·전자",32672577600
"세우글로벌",1128,0,0,"013000",121,9.32,NA,NA,1805,0.62,30,2.66,"KOSPI","유통",32379274968
"한성기업",5110,-10,-0.2,"003680",503,10.16,NA,NA,12006,0.43,0,0,"KOSPI","음식료·담배",31730621650
"주연테크",474,24,5.33,"044380",NA,NA,NA,NA,577,0.82,0,0,"KOSPI","전기·전자",31475425848
"솔루스첨단소재1우",1860,-11,-0.59,"33637K",NA,NA,NA,NA,NA,NA,11,0.59,"KOSPI","전기·전자",31450304760
"WISCOM",1998,-1,-0.05,"024070",NA,NA,NA,NA,5701,0.35,50,2.5,"KOSPI","화학",30622223124
"KR모터스",501,-25,-4.75,"000040",NA,NA,NA,NA,543,0.92,0,0,"KOSPI","운송장비·부품",30126566868
"태원물산",3865,35,0.91,"001420",2382,1.62,NA,NA,6174,0.63,200,5.17,"KOSPI","운송장비·부품",2.9374e+10
"미래아이앤지",1015,6,0.59,"007120",NA,NA,NA,NA,1866,0.54,0,0,"KOSPI","IT 서비스",29311787120
"아센디오",2680,-20,-0.74,"012170",NA,NA,NA,NA,1880,1.43,0,0,"KOSPI","오락·문화",29141631240
"코아스",8760,-20,-0.23,"071950",NA,NA,NA,NA,603,14.53,0,0,"KOSPI","기타제조",28826707200
